ra,dec,known_id,tile,label
252.92073,68.94058,non_dwarf_779,181_318,0.0
252.99829,68.868416,1651593+685207,181_318,0.541666666666667
253.04855,68.76032,non_dwarf_777,181_318,0.0
265.26974,69.87048,1741047+695214,181_320,1.0
264.9385,69.858406,non_dwarf_1854,181_320,0.0
264.83258,69.86238,non_dwarf_783,181_320,0.0
265.26852,69.810776,non_dwarf_781,181_320,0.0
119.156586,39.95748,non_dwarf_1857,183_260,0.0
119.13922,39.927116,0756334+395538,183_260,0.916666666666667
119.43724,40.005306,0757448+400020,183_260,0.708333333333333
119.30132,40.035816,non_dwarf_786,183_260,0.0
140.49352,49.55216,non_dwarf_790,183_279,0.0
140.525,49.527588,092206+493138,183_279,0.791666666666667
140.60704,49.61358,non_dwarf_789,183_279,0.0
208.93279,64.202415,non_dwarf_791,183_308,0.0
209.22209,64.04058,1356532+640226,183_308,0.875
208.88257,64.11196,non_dwarf_1862,183_308,0.0
209.02716,64.04329,non_dwarf_1861,183_308,0.0
215.94342,65.03919,non_dwarf_1864,183_310,0.0
216.37682,65.03235,non_dwarf_794,183_310,0.0
215.90746,65.01454,non_dwarf_1863,183_310,0.0
215.9456,65.19216,1423472+651134,183_310,0.125
267.74487,70.09848,non_dwarf_796,183_320,0.0
267.89688,70.14864,non_dwarf_1867,183_320,0.0
268.20264,70.13678,1752485+700816,183_320,0.541666666666667
267.8687,70.00823,non_dwarf_798,183_320,0.0
114.4802,36.61327,0737552+363648,184_253,0.5
114.584625,36.450054,non_dwarf_1868,184_253,0.0
114.36452,36.65231,non_dwarf_801,184_253,0.0
114.38823,36.592228,non_dwarf_799,184_253,0.0
114.65529,36.713108,non_dwarf_802,184_253,0.0
119.823944,39.987232,non_dwarf_805,184_260,0.0
119.83228,39.97408,0759197+395827,184_260,1.0
120.75244,40.372845,0803006+402223,184_261,0.875
120.74874,40.431248,non_dwarf_806,184_261,0.0
127.553535,44.082516,0830126+440456,184_268,0.666666666666667
127.6187,44.173225,non_dwarf_1869,184_268,0.0
127.537895,44.09488,non_dwarf_807,184_268,0.0
120.635895,40.101585,0802326+400606,185_260,0.875
120.53709,40.09432,non_dwarf_1873,185_260,0.0
120.7749,40.07047,non_dwarf_1872,185_260,0.0
142.06207,49.43709,non_dwarf_1875,185_279,0.0
142.04326,49.369484,non_dwarf_812,185_279,0.0
142.17442,49.33463,non_dwarf_811,185_279,0.0
142.19893,49.24619,non_dwarf_810,185_279,0.0
142.10727,49.24279,non_dwarf_809,185_279,0.0
142.05537,49.267136,092813+491601,185_279,0.916666666666667
120.28431,39.73522,0801083+394407,186_259,1.0
130.38548,44.286236,0841325+441710,186_269,0.958333333333333
130.18956,44.265095,non_dwarf_1878,186_269,0.0
142.1137,49.151943,non_dwarf_818,186_278,0.0
141.87607,49.023758,non_dwarf_815,186_278,0.0
141.81625,48.97022,0927159+485813,186_278,0.583333333333333
142.14339,49.097046,092834+490549,186_278,1.0
142.00179,48.949318,non_dwarf_814,186_278,0.0
242.74373,67.440895,1610584+672628,186_315,0.916666666666667
242.65405,67.4858,non_dwarf_1885,186_315,0.0
242.58572,67.35723,non_dwarf_1886,186_315,0.0
127.1044,42.34141,0828251+422029,187_265,0.625
126.85434,42.47927,non_dwarf_1887,187_265,0.0
126.966545,42.392345,non_dwarf_1889,187_265,0.0
128.13435,42.851887,non_dwarf_825,187_266,0.0
128.10332,43.01247,0832248+430044,187_266,0.708333333333333
140.7708,48.44758,0923051+482652,187_277,0.958333333333333
141.46278,48.35032,0925511+482101,187_277,0.375
141.20175,48.273468,non_dwarf_826,187_277,0.0
141.29332,48.42945,non_dwarf_828,187_277,0.0
141.06175,48.45801,non_dwarf_1891,187_277,0.0
140.84496,48.470654,non_dwarf_1892,187_277,0.0
142.25697,48.981472,non_dwarf_834,187_278,0.0
142.16618,49.107685,non_dwarf_1896,187_278,0.0
142.19902,49.24618,non_dwarf_833,187_278,0.0
249.94238,67.796745,1639462+674748,187_316,0.708333333333333
127.55571,42.372753,0830134+422222,188_265,0.5
127.74246,42.384113,non_dwarf_837,188_265,0.0
139.29964,47.516705,non_dwarf_1900,188_275,0.0
139.30904,47.59642,non_dwarf_844,188_275,0.0
139.42397,47.581017,non_dwarf_843,188_275,0.0
139.44429,47.535717,0917465+473210,188_275,0.833333333333333
141.54721,48.432274,non_dwarf_848,188_277,0.0
141.4948,48.478886,non_dwarf_847,188_277,0.0
141.68413,48.34795,non_dwarf_1902,188_277,0.0
141.56844,48.394924,092616+482335,188_277,0.958333333333333
141.61165,48.27684,non_dwarf_846,188_277,0.0
119.66776,37.671665,non_dwarf_851,190_255,0.0
119.53143,37.748566,0758075+374455,190_255,0.0416666666666667
122.79317,39.392902,non_dwarf_853,190_259,0.0
122.91138458251953,39.53125762939453,0811388+393153,190_259,0.0
123.07223,39.533924,non_dwarf_854,190_259,0.0
122.86894,39.38519,non_dwarf_852,190_259,0.0
136.95389,46.019146,non_dwarf_857,190_272,0.0
136.96748,46.035027,non_dwarf_856,190_272,0.0
137.01476,45.820404,non_dwarf_855,190_272,0.0
137.0404,45.910564,0908096+455438,190_272,0.666666666666667
152.77591,51.36998,1011061+512215,190_283,0.916666666666667
152.6784,51.367214,non_dwarf_858,190_283,0.0
205.24905,62.264217,non_dwarf_859,190_305,0.0
205.33972,62.269367,1341215+621609,190_305,0.625
205.48991,62.345207,non_dwarf_863,190_305,0.0
205.2493,62.37019,non_dwarf_861,190_305,0.0
270.77426,69.66216,non_dwarf_866,190_319,0.0
270.55627,69.73574,1802134+694408,190_319,0.958333333333333
270.58304,69.70294,non_dwarf_865,190_319,0.0
203.87932,61.993275,1335310+615936,191_304,0.791666666666667
128.04407,41.563065,non_dwarf_868,192_263,0.0
127.87136,41.50903,0831290+413029,192_263,0.916666666666667
128.05168,41.488228,non_dwarf_1908,192_263,0.0
131.41762,42.960594,non_dwarf_869,192_266,0.0
131.43637,42.95154,0845447+425706,192_266,0.583333333333333
134.72623,44.628525,0858543+443743,192_269,1.0
134.82875,44.734524,non_dwarf_874,192_269,0.0
134.7451,44.607883,non_dwarf_873,192_269,0.0
134.76682,44.54372,non_dwarf_872,192_269,0.0
163.40802,54.218952,1053378+541309,192_288,1.0
165.00279,54.42858,1100000+542535,192_289,0.583333333333333
167.25476,54.79312,non_dwarf_877,192_290,0.0
167.30463,54.78575,1109132+544709,192_290,0.583333333333333
167.42691,54.857525,non_dwarf_878,192_290,0.0
128.5846,41.619247,0834204+413710,193_263,0.5
205.69286,62.088387,non_dwarf_887,193_304,0.0
205.8412,62.128082,non_dwarf_888,193_304,0.0
205.89449,61.955906,non_dwarf_889,193_304,0.0
205.79373,62.082508,non_dwarf_886,193_304,0.0
205.67715,61.807854,non_dwarf_880,193_304,0.0
205.84802,62.00991,134323+620035,193_304,0.916666666666667
205.72437,61.74371,1342537+614436,193_304,0.708333333333333
205.66599,61.85129,non_dwarf_884,193_304,0.0
138.23839,45.251,0912572+451504,194_271,0.875
138.14258,45.381317,non_dwarf_891,194_271,0.0
149.02136,49.673115,0956051+494025,194_279,0.583333333333333
161.14531,52.80154,1044349+524806,194_286,0.875
161.05705,52.926426,non_dwarf_894,194_286,0.0
209.71445,62.48743,non_dwarf_896,194_305,0.0
209.72505,62.611782,non_dwarf_895,194_305,0.0
209.58875,62.569683,1358214+623411,194_305,0.416666666666667
143.11617,46.99865,non_dwarf_900,195_274,0.0
143.1589,46.801907,0932381+464808,195_274,0.458333333333333
143.00957,46.90025,non_dwarf_899,195_274,0.0
167.72536,54.492607,non_dwarf_903,195_289,0.0
167.64688,54.497314,dw1110p5429,195_289,0.708333333333333
167.76242,54.418766,non_dwarf_901,195_289,0.0
186.21507,58.426323,1224517+582535,195_297,0.916666666666667
186.38751,58.425457,non_dwarf_908,195_297,0.0
186.11395,58.280445,non_dwarf_904,195_297,0.0
127.1673,39.54509,non_dwarf_912,196_259,0.0
127.05707,39.503506,non_dwarf_911,196_259,0.0
127.12766,39.492737,non_dwarf_910,196_259,0.0
127.04907,39.46887,non_dwarf_909,196_259,0.0
127.047386,39.566154,0828114+393358,196_259,0.916666666666667
202.10333,60.807785,1328247+604829,196_302,1.0
202.33105,60.76282,non_dwarf_916,196_302,0.0
205.7898,61.725536,134309+614331,196_303,0.916666666666667
205.41862,61.648045,134140+613852,196_303,0.916666666666667
205.65796,61.72903,non_dwarf_920,196_303,0.0
205.65993,61.637276,non_dwarf_919,196_303,0.0
130.77765,40.86601,0843065+405158,197_262,0.833333333333333
130.82391,40.83482,non_dwarf_924,197_262,0.0
137.86684,44.595882,0911281+443546,197_269,1.0
169.22258,54.328384,1116530+541941,197_289,0.291666666666667
169.43254,54.36692,non_dwarf_929,197_289,0.0
186.28885,57.845257,1225094+575043,197_296,0.458333333333333
186.31209,57.761,non_dwarf_931,197_296,0.0
206.2088,61.38015,non_dwarf_938,197_303,0.0
206.25581,61.33852,non_dwarf_937,197_303,0.0
206.29543,61.25947,134510+611534,197_303,0.916666666666667
206.28474,61.43483,MATLAS-1554,197_303,1.0
204.28365,60.970383,1337081+605813,198_302,1.0
204.20378,60.990807,non_dwarf_940,198_302,0.0
204.0799,60.917732,non_dwarf_939,198_302,0.0
123.243835,36.198273,NSA-162577,199_252,0.791666666666667
123.65038,36.43368,NSA-162596,199_253,1.0
126.12965,37.897316,non_dwarf_947,199_256,0.0
126.22941,37.93811,non_dwarf_948,199_256,0.0
126.03111,37.85436,0824074+375115,199_256,0.75
171.35657,54.390457,1125255+542326,199_289,0.541666666666667
185.4468,57.48193,non_dwarf_952,199_295,0.0
185.63539,57.413883,1222324+572449,199_295,0.5
205.5701,61.0171,1342168+610102,199_302,0.75
226.7791,63.87395,1507070+635227,199_308,0.75
226.53105,63.799988,non_dwarf_957,199_308,0.0
226.88206,63.760216,non_dwarf_954,199_308,0.0
226.91922,63.86902,non_dwarf_958,199_308,0.0
142.65923,45.476955,0930382+452836,200_271,0.708333333333333
142.60674,45.54564,non_dwarf_960,200_271,0.0
142.49753,45.416576,non_dwarf_961,200_271,0.0
206.6923,60.986794,134646+605912,200_302,0.875
206.66489,60.926163,MATLAS-1567,200_302,0.208333333333333
206.60707,60.74493,MATLAS-1565,200_302,1.0
205.88014,61.2367,134331+611414,200_302,1.0
206.50372,61.224247,MATLAS-1559,200_302,0.333333333333333
206.4754,61.09699,134554+610550,200_302,0.0833333333333333
206.40033,61.093754,MATLAS-1556,200_302,0.0833333333333333
206.60304,60.91618,non_dwarf_969,200_302,0.0
206.24846,60.901833,non_dwarf_968,200_302,0.0
205.96669,61.038605,non_dwarf_966,200_302,0.0
206.49834,60.843113,non_dwarf_965,200_302,0.0
206.51318,60.999516,134603+605958,200_302,0.625
168.646,53.407875,non_dwarf_973,201_287,0.0
168.8456,53.572186,non_dwarf_971,201_287,0.0
168.54387,53.601303,1114105+533604,201_287,0.458333333333333
170.81718,53.78735,112316+534713,201_288,0.791666666666667
207.5383,60.950245,1350091+605701,201_302,1.0
207.09547,60.974216,134822+605826,201_302,1.0
207.1405,61.026005,134833+610133,201_302,1.0
207.23767,61.10367,non_dwarf_977,201_302,0.0
206.85974,61.141335,1347263+610829,201_302,1.0
207.38257,61.016094,134931+610057,201_302,0.958333333333333
207.25835,60.923573,MATLAS-1585,201_302,0.666666666666667
207.23691,61.132114,134856+610756,201_302,0.958333333333333
207.05402,60.88494,MATLAS-1577,201_302,0.125
207.01155,61.13403,non_dwarf_978,201_302,0.0
207.18214,61.008266,134843+610029,201_302,1.0
206.88953,60.955116,MATLAS-1573,201_302,0.0833333333333333
207.02315,61.17303,1348056+611023,201_302,0.625
207.28844,60.982555,non_dwarf_984,201_302,0.0
206.99423,61.189957,non_dwarf_985,201_302,0.0
207.19104,60.786503,non_dwarf_980,201_302,0.0
206.9824,61.218258,non_dwarf_983,201_302,0.0
207.25224,60.783047,MATLAS-1584,201_302,0.75
126.68755,37.160465,0826450+370937,202_254,0.666666666666667
142.89447,45.11291,0931347+450645,202_270,0.791666666666667
142.74194,45.20551,non_dwarf_990,202_270,0.0
193.32617,58.53453,non_dwarf_992,202_297,0.0
193.61194,58.39688,125426+582348,202_297,0.958333333333333
204.99805,60.33259,1339595+601958,202_301,1.0
204.97624,60.30782,non_dwarf_996,202_301,0.0
159.2594,50.65368,non_dwarf_999,203_281,0.0
159.37625,50.583366,non_dwarf_1001,203_281,0.0
159.41472,50.543808,non_dwarf_1000,203_281,0.0
159.24448,50.534866,non_dwarf_998,203_281,0.0
159.22685,50.62069,1036544+503716,203_281,0.583333333333333
194.50557,58.308018,1258013+581830,203_297,0.875
194.00937,58.268955,1256024+581609,203_297,1.0
193.85783,58.35767,non_dwarf_1008,203_297,0.0
193.87363,58.33818,non_dwarf_1007,203_297,0.0
194.70561,58.250565,non_dwarf_1003,203_297,0.0
203.1897,60.166645,non_dwarf_1011,203_300,0.0
203.10857,60.12108,1332262+600717,203_300,0.5
206.47206,60.54345,1345531+603237,203_301,0.666666666666667
206.51274,60.28356,MATLAS-1561,203_301,1.0
205.96567,60.688187,1343516+604119,203_301,0.958333333333333
206.52621,60.70352,MATLAS-1562,203_301,0.0833333333333333
206.28181,60.71158,MATLAS-1553,203_301,0.583333333333333
206.25764,60.711838,non_dwarf_1015,203_301,0.0
206.08856,60.310684,non_dwarf_1019,203_301,0.0
206.20316,60.679432,non_dwarf_1020,203_301,0.0
206.59335,60.621765,1346223+603719,203_301,1.0
206.64581,60.542545,1346351+603233,203_301,0.5
206.55812,60.252857,non_dwarf_1017,203_301,0.0
163.6121,51.32878,non_dwarf_1022,204_283,0.0
163.52039,51.327755,1054048+511940,204_283,0.0833333333333333
163.5921,51.280357,non_dwarf_1021,204_283,0.0
207.51817,60.382942,MATLAS-1590,204_301,0.0416666666666667
206.6916,60.71457,MATLAS-1569,204_301,0.958333333333333
206.68503,60.679646,MATLAS-1568,204_301,1.0
207.2847,60.44888,non_dwarf_1028,204_301,0.0
206.62668,60.37171,non_dwarf_1029,204_301,0.0
232.78214,64.07268,1531074+640421,204_308,0.0416666666666667
232.94644,64.00631,non_dwarf_1030,204_308,0.0
266.0154,67.57093,1744036+673416,204_315,0.916666666666667
266.22827,67.662544,non_dwarf_1032,204_315,0.0
138.9015,42.250004,0915362+421501,205_265,1.0
138.97098,42.276154,non_dwarf_1036,205_265,0.0
138.74069,42.357975,non_dwarf_1037,205_265,0.0
162.9743,50.969353,1051538+505810,205_282,1.0
170.55275,53.13184,112212+530755,205_286,1.0
170.65366,52.990166,non_dwarf_1043,205_286,0.0
170.59888,53.144894,non_dwarf_1044,205_286,0.0
172.17986,53.661976,1128430+533943,205_287,1.0
207.85464,60.63215,non_dwarf_1051,205_301,0.0
207.81053,60.74103,MATLAS-1597,205_301,0.875
208.13794,60.714935,MATLAS-1618,205_301,0.625
207.87062,60.583263,non_dwarf_1050,205_301,0.0
211.06963,60.79514,non_dwarf_1053,205_302,0.0
210.9675,60.77083,1403523+604615,205_302,1.0
170.92911,52.945038,1123430+525643,206_286,0.0833333333333333
170.95415,52.906063,non_dwarf_1055,206_286,0.0
170.95447,52.92356,non_dwarf_1057,206_286,0.0
170.93747,52.95352,non_dwarf_1056,206_286,0.0
215.74835,61.443523,1422595+612637,206_303,1.0
215.36469,61.511395,1421275+613042,206_303,1.0
215.44075,61.526836,1421456+613138,206_303,1.0
139.28282,41.97,non_dwarf_1062,207_264,0.0
139.2607,41.892254,091702+415333,207_264,1.0
139.43129,42.1345,091743+420804,207_264,0.958333333333333
187.55809,56.62546,1230140+563732,207_293,0.208333333333333
200.86725,58.768665,1323281+584606,207_298,0.666666666666667
200.96686,58.74572,non_dwarf_1067,207_298,0.0
201.02347,58.84238,non_dwarf_1065,207_298,0.0
200.61894,58.928246,non_dwarf_1066,207_298,0.0
200.7798,58.783646,non_dwarf_1068,207_298,0.0
203.87228,59.469337,non_dwarf_1069,207_299,0.0
204.08928,59.569736,non_dwarf_1070,207_299,0.0
204.09128,59.564034,non_dwarf_1071,207_299,0.0
203.9647,59.426697,non_dwarf_1072,207_299,0.0
204.04495,59.494183,1336103+592942,207_299,0.666666666666667
207.02603149414062,60.06709289550781,134806+600359,207_300,0.0
207.19759,60.109627,134847+600634,207_300,1.0
207.31335,60.059334,134915+600333,207_300,0.916666666666667
207.04848,60.085686,134811+600504,207_300,1.0
207.03064,60.174118,134807+601026,207_300,0.958333333333333
206.59212,60.051918,non_dwarf_1078,207_300,0.0
207.02603,60.067093,non_dwarf_4,207_300,0.0
207.22041,60.15864,non_dwarf_1077,207_300,0.0
206.6034,59.845036,134624+595042,207_300,1.0
207.07637,59.83287,MATLAS-1578,207_300,0.708333333333333
206.67238,59.823097,134641+594922,207_300,0.833333333333333
206.8233,60.042908,1347175+600235,207_300,0.833333333333333
206.74704,60.02629,non_dwarf_1081,207_300,0.0
250.11514,65.72469,1640282+654329,207_311,0.875
134.8005,39.43006,non_dwarf_1083,208_259,0.0
134.70238,39.538445,0858486+393218,208_259,0.875
135.72606,40.18823,non_dwarf_1087,208_260,0.0
136.09743,39.925846,non_dwarf_1089,208_260,0.0
136.01828,39.98783,0904042+395915,208_260,0.625
135.67508,40.192627,0902420+401135,208_260,0.5
152.58957,46.89339,non_dwarf_1091,208_274,0.0
152.61589,46.96956,1010278+465812,208_274,0.416666666666667
207.55771,59.966923,non_dwarf_1094,208_300,0.0
207.67096,60.03939,non_dwarf_1096,208_300,0.0
207.51122,59.94696,non_dwarf_1093,208_300,0.0
208.10129,59.8074,135224+594826,208_300,0.791666666666667
207.99763,60.22202,non_dwarf_1097,208_300,0.0
208.18968,59.75517,MATLAS-1623,208_300,0.791666666666667
208.25558,60.176105,MATLAS-1630,208_300,0.208333333333333
208.12222,59.87616,1352293+595234,208_300,1.0
207.72368,60.141712,135053+600830,208_300,0.958333333333333
207.57942,60.23008,MATLAS-1593,208_300,0.708333333333333
207.71613,60.15301,135051+600911,208_300,1.0
208.1417,60.049454,1352340+600258,208_300,1.0
208.42682,60.050106,1353420+600302,208_300,0.875
207.54434,59.928696,MATLAS-1592,208_300,0.458333333333333
169.8804,51.793964,non_dwarf_1100,209_284,0.0
169.83017,51.836845,1119193+515014,209_284,0.708333333333333
171.81932,52.480488,non_dwarf_1104,209_285,0.0
172.05434,52.717175,1128130+524303,209_285,0.916666666666667
187.21475,55.877914,non_dwarf_1109,209_292,0.0
187.05191,55.783672,non_dwarf_1106,209_292,0.0
187.24179,55.84477,1228580+555041,209_292,0.666666666666667
205.88588,59.435097,134332+592606,209_299,1.0
206.03061,59.393753,non_dwarf_1110,209_299,0.0
208.53824,59.95312,non_dwarf_1111,209_300,0.0
208.68382,60.07539,MATLAS-1652,209_300,0.916666666666667
208.6838,60.096935,MATLAS-1653,209_300,0.875
208.78226,60.162064,non_dwarf_1112,209_300,0.0
234.52438,63.462055,non_dwarf_1115,209_307,0.0
234.31712,63.585247,non_dwarf_1117,209_307,0.0
234.41586,63.566772,1537396+633402,209_307,0.875
234.47379,63.51587,non_dwarf_1116,209_307,0.0
138.88069,40.96607,091531+405758,210_262,1.0
138.97997,40.909386,non_dwarf_1118,210_262,0.0
139.09242,41.002243,non_dwarf_1121,210_262,0.0
139.00177,41.067,non_dwarf_1122,210_262,0.0
149.45354,45.655716,0957486+453920,210_271,1.0
149.50378,45.255463,0958010+451521,210_271,0.25
149.45816,45.377518,non_dwarf_1123,210_271,0.0
149.54561,45.4249,non_dwarf_1124,210_271,0.0
149.55702,45.75304,non_dwarf_1125,210_271,0.0
163.46239,49.899628,1053510+495400,210_280,0.666666666666667
163.47606,49.93494,non_dwarf_1130,210_280,0.0
163.4594,49.742676,non_dwarf_1126,210_280,0.0
163.34285,49.783737,non_dwarf_1128,210_280,0.0
163.52028,49.791428,non_dwarf_1129,210_280,0.0
170.47449,52.202847,non_dwarf_1132,210_284,0.0
170.4725,52.144566,1121534+520840,210_284,0.333333333333333
209.51045,60.195244,non_dwarf_1134,210_300,0.0
209.73747,59.96422,MATLAS-1684,210_300,0.958333333333333
209.79639,60.202957,non_dwarf_1135,210_300,0.0
209.64508,60.198093,MATLAS-1682,210_300,0.625
165.59627,50.445057,non_dwarf_1141,211_281,0.0
165.72098,50.518612,1102528+503107,211_281,0.708333333333333
165.77145,50.52894,non_dwarf_1139,211_281,0.0
165.6558,50.53739,non_dwarf_1140,211_281,0.0
167.32791,50.900414,1109187+505403,211_282,0.958333333333333
167.39537,50.958427,non_dwarf_1145,211_282,0.0
167.44424,50.958305,non_dwarf_1146,211_282,0.0
167.45119,50.851543,non_dwarf_1148,211_282,0.0
201.62434,58.66034,1326301+583938,211_297,0.708333333333333
201.4407,58.52901,non_dwarf_1150,211_297,0.0
207.39021,59.588036,non_dwarf_1155,211_299,0.0
207.46274,59.726955,134951+594340,211_299,0.291666666666667
208.1591,59.61424,non_dwarf_1156,211_299,0.0
208.12138,59.673843,135229+594027,211_299,0.791666666666667
207.45312,59.64941,MATLAS-1588,211_299,0.625
208.26883,59.544456,non_dwarf_1153,211_299,0.0
147.52625,43.762737,non_dwarf_1157,212_268,0.0
147.63858,43.78709,0950333+434714,212_268,0.958333333333333
149.8601,44.987095,0959263+445914,212_270,0.416666666666667
149.7762,45.09802,non_dwarf_1161,212_270,0.0
164.66956,50.03485,1058407+500204,212_280,0.625
172.01228,52.25285,non_dwarf_1169,212_284,0.0
172.16202,52.232655,1128385+521403,212_284,0.458333333333333
196.94026,57.432537,non_dwarf_1172,212_295,0.0
197.19708,57.47531,non_dwarf_1171,212_295,0.0
197.18048,57.426792,1308433+572537,212_295,0.416666666666667
205.66281,58.810886,non_dwarf_1173,212_298,0.0
205.43602,58.788296,1341446+584718,212_298,0.5
208.83652,59.32105,non_dwarf_1181,212_299,0.0
208.48717,59.696632,non_dwarf_1180,212_299,0.0
209.23105,59.623913,non_dwarf_1179,212_299,0.0
209.28056,59.48277,non_dwarf_1177,212_299,0.0
208.47044,59.29199,MATLAS-1640,212_299,0.791666666666667
208.48811,59.36593,MATLAS-1641,212_299,0.333333333333333
209.15656,59.38859,MATLAS-1679,212_299,0.916666666666667
208.92744,59.46643,135542+592800,212_299,1.0
208.72356,59.539707,135453+593222,212_299,1.0
209.15186,59.56464,135636+593353,212_299,1.0
208.81949,59.74706,1355167+594449,212_299,1.0
208.66182,59.75553,MATLAS-1650,212_299,1.0
208.53464,59.38474,non_dwarf_1182,212_299,0.0
209.27782,59.422775,135706+592522,212_299,1.0
218.6126,60.87943,1434270+605246,212_302,1.0
209.8715,59.568954,MATLAS-1687,213_299,1.0
209.86784,59.530987,non_dwarf_1187,213_299,0.0
140.95448,40.571983,non_dwarf_1192,214_261,0.0
140.43587,40.37722,092144+402237,214_261,1.0
140.54535,40.34163,MATLAS-501,214_261,0.0416666666666667
140.56532,40.48459,non_dwarf_1191,214_261,0.0
140.942,40.642147,0923461+403832,214_261,1.0
140.67038,40.282864,non_dwarf_1190,214_261,0.0
153.80177,45.960125,1015125+455736,214_272,0.333333333333333
155.75827,46.497337,1023019+462951,214_273,0.583333333333333
204.8168,58.667015,non_dwarf_1202,214_297,0.0
205.00987,58.67012,134002+584012,214_297,1.0
208.059,59.185017,MATLAS-1611,214_298,0.875
210.53784,59.311184,1402090+591841,214_299,0.958333333333333
217.07716,60.648636,1428184+603855,214_301,0.541666666666667
217.36787,60.70711,non_dwarf_1211,214_301,0.0
140.3679,40.04931,092128+400256,215_260,1.0
140.3926,40.08821,092134+400517,215_260,1.0
140.42288,40.157124,092141+400925,215_260,0.583333333333333
140.52617,40.119125,MATLAS-500,215_260,1.0
140.3248,40.11236,092117+400644,215_260,0.916666666666667
140.53694,40.19739,non_dwarf_1215,215_260,0.0
140.55014,40.198574,non_dwarf_1216,215_260,0.0
140.40262,39.960495,non_dwarf_1217,215_260,0.0
140.55687,40.048058,non_dwarf_1218,215_260,0.0
140.2995,40.109142,non_dwarf_1213,215_260,0.0
141.2185,40.322968,non_dwarf_1220,215_261,0.0
141.09717,40.380924,MATLAS-520,215_261,0.916666666666667
141.09343,40.29708,MATLAS-518,215_261,1.0
146.04742,42.61067,0944114+423639,215_265,0.958333333333333
146.01044,42.68393,non_dwarf_1222,215_265,0.0
145.9506,42.58354,non_dwarf_1223,215_265,0.0
161.97966,48.434265,non_dwarf_1225,215_277,0.0
162.02133,48.555065,non_dwarf_1224,215_277,0.0
161.88011,48.52339,1047312+483125,215_277,0.791666666666667
161.95264,48.540558,non_dwarf_1226,215_277,0.0
208.96289,58.811054,1355510+584840,215_298,0.875
209.05434,59.031506,non_dwarf_1230,215_298,0.0
208.77841,59.10888,non_dwarf_1228,215_298,0.0
209.16953,59.150597,MATLAS-1680,215_298,0.958333333333333
138.67888,39.190666,non_dwarf_1233,216_258,0.0
138.77155,39.22739,0915052+391340,216_258,0.75
138.67307,39.116596,non_dwarf_1231,216_258,0.0
139.00334,39.257023,non_dwarf_1234,216_258,0.0
141.12498,40.002506,MATLAS-522,216_260,0.833333333333333
140.72412,40.083076,non_dwarf_1244,216_260,0.0
141.03317,39.925808,MATLAS-516,216_260,0.916666666666667
140.93039,40.100086,0923433+400601,216_260,0.541666666666667
141.09552,40.091152,092422+400527,216_260,0.791666666666667
140.83084,40.232643,MATLAS-509,216_260,1.0
140.76004,39.820396,MATLAS-507,216_260,0.875
140.92667,40.121273,non_dwarf_1238,216_260,0.0
141.20343,40.13308,non_dwarf_1245,216_260,0.0
140.83217,40.030888,non_dwarf_1242,216_260,0.0
141.19606,39.968452,non_dwarf_1241,216_260,0.0
141.05165,40.068996,non_dwarf_1243,216_260,0.0
140.71321,40.206047,non_dwarf_1240,216_260,0.0
140.78369,40.178486,non_dwarf_1239,216_260,0.0
152.74144,44.823837,non_dwarf_1247,216_270,0.0
152.55347,44.968704,non_dwarf_1248,216_270,0.0
152.48053,45.075993,non_dwarf_1249,216_270,0.0
152.39624,44.810413,1009351+444838,216_270,0.291666666666667
171.8636,50.927082,non_dwarf_1250,216_282,0.0
171.91321,51.051254,1127391+510305,216_282,0.333333333333333
209.99565,59.173885,non_dwarf_1257,216_298,0.0
209.84465,59.086575,non_dwarf_1256,216_298,0.0
210.03629,59.181202,non_dwarf_1258,216_298,0.0
209.96794,59.139652,MATLAS-1688,216_298,1.0
237.95844,62.743294,1551500+624433,216_306,0.666666666666667
237.9416,62.75375,non_dwarf_1259,216_306,0.0
255.4071,64.80726,1701379+644826,216_310,0.916666666666667
255.762,64.778,non_dwarf_1260,216_310,0.0
255.74379,64.79199,non_dwarf_1261,216_310,0.0
155.06656,45.610573,non_dwarf_1262,217_271,0.0
155.04988,45.611397,non_dwarf_1263,217_271,0.0
155.16042,45.620335,non_dwarf_1265,217_271,0.0
155.0753,45.61128,1020181+453641,217_271,0.0416666666666667
170.76547,50.6429,112303+503833,217_281,1.0
170.60497,50.60386,non_dwarf_1269,217_281,0.0
186.91951,54.578415,non_dwarf_1274,217_289,0.0
186.9591,54.505695,1227502+543021,217_289,0.625
131.6908,33.93139,non_dwarf_1276,218_248,0.0
131.62975,33.810562,0846311+334838,218_248,0.5
131.39583,33.653618,0845350+333913,219_247,0.125
155.1763,45.230064,1020423+451349,219_270,1.0
154.82419,45.12339,non_dwarf_1279,219_270,0.0
158.84996,46.519596,non_dwarf_1287,219_273,0.0
159.02507,46.35843,non_dwarf_1284,219_273,0.0
158.9511,46.431606,1035483+462554,219_273,0.333333333333333
159.01224,46.343277,non_dwarf_1280,219_273,0.0
158.91881,46.33341,non_dwarf_1282,219_273,0.0
181.96428,52.773376,non_dwarf_1288,219_286,0.0
181.86998,52.85495,1207287+525118,219_286,1.0
191.0431,54.837833,non_dwarf_1291,219_290,0.0
190.80843,54.843777,non_dwarf_1294,219_290,0.0
190.88821,54.905006,1243331+545419,219_290,0.166666666666667
209.68507,58.392864,1358444+582335,219_297,0.75
