known_id,ra,dec,tile,label
1619188+574957,244.82814,57.832397,259_296,0.916666666666667
1618294+575323,244.62267,57.88951,259_296,1
1618076+580553,244.53207,58.09837,259_296,0.958333333333333
140116+515222,210.31691,51.87299,259_284,1
1549478+564931,237.44943,56.825195,259_294,0.708333333333333
1031120+343013,157.79613,34.503944,260_249,1
MATLAS-943,170.0148,40.02843,260_260,1
1028160+340827,157.06699,34.1405,260_248,0.916666666666667
1715094+601110,258.78998,60.186058,259_300,0.958333333333333
1444306+535153,221.12805,53.86458,260_288,0.75
140545+520230,211.43979,52.04193,260_284,1
1456286+541702,224.11938,54.283703,260_289,1
1518427+552406,229.67815,55.40167,260_291,1
1517242+553026,229.35062,55.507477,260_291,0.958333333333333
1517298+553117,229.37457,55.52136,260_291,1
1516572+553254,229.23848,55.548122,260_291,1
MATLAS-961,170.31024,39.860752,261_260,0.875
112156+395255,170.4862,39.88224,261_260,1
112149+400005,170.45763,40.0015,261_260,1
MATLAS-952,170.17339,40.016876,261_260,0.916666666666667
MATLAS-967,170.40295,40.155952,261_260,1
1003252+300420,150.85513,30.072214,261_240,0.875
1620034+580351,245.01349,58.06382,260_296,0.791666666666667
1620255+580748,245.10605,58.129932,260_296,1
1619479+575335,244.94972,57.893024,260_296,0.958333333333333
1610082+572200,242.53432,57.366524,261_295,1
1010287+305223,152.61992,30.872805,262_242,0.833333333333333
1051277+361714,162.86562,36.287148,262_253,0.958333333333333
MATLAS-999,170.80414,39.755367,262_260,0.791666666666667
MATLAS-1002,170.87206,39.782455,262_260,0.458333333333333
MATLAS-1016,171.1167,39.81726,262_260,1
MATLAS-995,170.7784,39.956753,262_260,1
MATLAS-1011,171.07425,39.975014,262_260,0.958333333333333
1724463+600947,261.19296,60.16318,261_300,0.958333333333333
1228499+453212,187.20796,45.536842,262_271,0.916666666666667
1209463+435322,182.44328,43.88937,262_268,0.833333333333333
1009420+301641,152.4255,30.277985,263_241,0.875
1616263+573700,244.10927,57.616478,262_295,0.708333333333333
120002+424722,180.0102,42.789722,263_266,1
1158232+430141,179.59656,43.028164,263_266,1
1251135+470416,192.80621,47.07164,263_274,1
1618500+573326,244.70845,57.557186,263_295,0.916666666666667
MATLAS-1169,181.23076,43.510033,263_267,1
MATLAS-1168,181.23024,43.62184,263_267,0.75
1204099+433917,181.04044,43.65465,263_267,0.958333333333333
1205246+434230,181.35251,43.70818,263_267,1
MATLAS-1164,181.1689,43.386368,263_267,0.791666666666667
112414+392314,171.06013,39.387222,264_259,1
MATLAS-1013,171.0921,39.577366,264_259,1
1700039+590453,255.01633,59.081383,263_298,1
1530279+552502,232.61633,55.417465,264_291,0.958333333333333
1246237+462719,191.59921,46.455246,264_273,0.958333333333333
120214+425246,180.55875,42.879574,264_266,1
1611155+565537,242.81476,56.92725,264_294,0.375
1109044+371552,167.26897,37.264397,265_255,1
112309+391345,170.7879,39.229614,265_258,1
1122178+390223,170.57426,39.03952,265_258,0.958333333333333
112711+391938,171.79797,39.327522,265_259,1
112720+393411,171.83513,39.56975,265_259,1
145753+534602,224.47356,53.767246,264_288,1
145803+534800,224.51299,53.800144,264_288,1
145714+535013,224.31104,53.83752,264_288,0.666666666666667
145851+535628,224.71292,53.94126,264_288,1
1142376+405027,175.65681,40.84081,265_262,0.25
1336087+494403,204.03671,49.733986,265_279,1
1345247+500058,206.35326,50.015686,265_280,0.916666666666667
MATLAS-1170,181.25815,42.795837,265_266,0.791666666666667
1203355+425106,180.8986,42.852234,265_266,0.583333333333333
MATLAS-1180,181.49652,42.90267,265_266,1
MATLAS-1165,181.17068,43.056248,265_266,0.666666666666667
1159128+423048,179.80347,42.512833,265_265,0.916666666666667
1811108+610603,272.7959,61.10081,265_302,0.916666666666667
1451531+532551,222.97229,53.43101,265_287,0.708333333333333
1450369+534438,222.65366,53.74361,265_287,0.958333333333333
MATLAS-1004,170.90782,38.756546,266_258,1
MATLAS-1026,171.32776,38.772312,266_258,0.708333333333333
112431+384650,171.13097,38.780846,266_258,1
1124290+384744,171.12137,38.795303,266_258,0.458333333333333
MATLAS-1012,171.08417,38.823723,266_258,0.833333333333333
MATLAS-1015,171.0989,38.83994,266_258,1
112541+385058,171.42258,38.84961,266_258,1
112406+385123,171.02711,38.856377,266_258,0.916666666666667
MATLAS-1035,171.45586,38.87304,266_258,0.875
112536+385316,171.40422,38.888016,266_258,1
MATLAS-1029,171.39256,38.9087,266_258,0.791666666666667
MATLAS-1031,171.40771,38.971455,266_258,0.458333333333333
112422+385832,171.0958,38.975857,266_258,1
MATLAS-1034,171.45563,39.018173,266_258,0.958333333333333
MATLAS-1028,171.37468,39.073673,266_258,0.708333333333333
MATLAS-1023,171.25824,39.12209,266_258,1
113035+392501,172.6473,39.417484,266_259,1
120624+425423,181.60333,42.906612,266_266,1
MATLAS-1185,181.85052,42.986824,266_266,1
1206281+430111,181.61746,43.019714,266_266,1
MATLAS-1188,181.97014,43.111534,266_266,1
MATLAS-1183,181.64864,43.216667,266_266,0.916666666666667
MATLAS-1713,211.4838,50.78509,266_282,0.75
MATLAS-1717,211.55519,50.821217,266_282,0.458333333333333
1406124+505354,211.55148,50.89786,266_282,0.916666666666667
MATLAS-1705,211.12082,50.92666,266_282,0.833333333333333
MATLAS-1722,211.67722,51.037907,266_282,0.833333333333333
MATLAS-1706,211.13425,51.234932,266_282,1
MATLAS-1720,211.59595,51.249077,266_282,0.916666666666667
1200423+421531,180.17615,42.257706,266_265,1
1314245+481022,198.60211,48.17287,266_276,1
1108421+370204,167.17519,37.033894,267_254,0.958333333333333
MATLAS-1042,171.60884,38.79507,267_258,1
112701+385549,171.75787,38.930504,267_258,1
MATLAS-1037,171.48618,38.946983,267_258,0.5
MATLAS-1051,171.71039,38.95334,267_258,1
MATLAS-1039,171.54857,38.97719,267_258,0.958333333333333
MATLAS-1056,171.7971,39.253902,267_258,1
MATLAS-1038,171.51778,38.945656,267_258,0.583333333333333
1713238+585653,258.34995,58.948204,266_298,0.833333333333333
MATLAS-988,170.70045,38.321503,267_257,1
1123241+382333,170.85017,38.3922,267_257,0.958333333333333
MATLAS-994,170.76495,38.431664,267_257,0.5
1122467+382735,170.6946,38.45943,267_257,0.958333333333333
MATLAS-993,170.75659,38.519917,267_257,0.958333333333333
MATLAS-983,170.57442,38.527454,267_257,0.791666666666667
1123114+383813,170.79813,38.636242,267_257,1
MATLAS-986,170.5983,38.67983,267_257,0.625
112334+384334,170.89178,38.726166,267_257,1
112129+384347,170.37198,38.729977,267_257,1
MATLAS-1166,181.17912,42.578587,267_265,1
1204158+423720,181.06642,42.62207,267_265,0.541666666666667
140729+505026,211.87383,50.840527,267_282,1
140758+505148,211.99298,50.863483,267_282,1
140820+505240,212.08583,50.877968,267_282,1
MATLAS-1743,211.96214,50.901978,267_282,1
1409454+510331,212.43948,51.058525,267_282,1
112432+383053,171.13371,38.51475,268_257,1
112412+383052,171.05186,38.514553,268_257,0.583333333333333
MATLAS-1005,170.94003,38.566532,268_257,0.958333333333333
MATLAS-1008,171.0522,38.575314,268_257,0.375
112443+383522,171.18213,38.58911,268_257,1
MATLAS-1022,171.24522,38.673054,268_257,0.958333333333333
1124178+384318,171.07413,38.721657,268_257,0.958333333333333
MATLAS-1021,171.22414,38.727398,268_257,1
MATLAS-1027,171.35037,38.617977,268_257,0.541666666666667
1125141+384529,171.30937,38.75697,268_257,0.708333333333333
1219325+432315,184.88585,43.38719,268_267,1
113055+390032,172.73187,39.00912,268_258,1
1753411+600719,268.4219,60.12206,268_300,0.791666666666667
140230+502905,210.62543,50.484863,268_281,1
MATLAS-1001,170.85378,38.22272,269_256,0.333333333333333
112402+381310,171.00885,38.21983,269_256,1
MATLAS-1006,170.96733,38.223915,269_256,0.875
MATLAS-1040,171.571,38.487926,269_257,0.375
120915+423459,182.31534,42.584366,269_265,1
121044+423837,182.68457,42.644646,269_265,1
121013+424258,182.55447,42.71659,269_265,1
1203441+414731,180.93321,41.792114,269_264,0.958333333333333
1205041+415520,181.26654,41.921375,269_264,0.708333333333333
121552+425254,183.96748,42.881966,269_266,1
122845+435751,187.18732,43.97106,269_268,1
140556+502556,211.48543,50.432076,269_281,1
140648+503856,211.702,50.64912,269_281,1
1407079+503951,211.78317,50.664318,269_281,1
140533+504051,211.39078,50.680813,269_281,1
140511+504205,211.29729,50.70168,269_281,1
140703+504314,211.76263,50.72081,269_281,1
MATLAS-1731,211.85313,50.732075,269_281,1
140518+504355,211.32735,50.7321,269_281,1
MATLAS-1721,211.61551,50.75315,269_281,1
111939+374245,169.91428,37.71279,270_255,1
1743268+592338,265.86206,59.39381,270_299,0.916666666666667
1635485+570917,248.95268,57.154793,271_294,1
1212178+423735,183.07623,42.625454,270_265,1
1049345+325238,162.39357,32.877388,272_246,0.416666666666667
1330328+480202,202.6358,48.033997,271_276,0.666666666666667
MATLAS-1744,211.97028,50.396008,270_281,1
MATLAS-1739,211.9015,50.417,270_281,1
140738+503019,211.91006,50.50521,270_281,0.916666666666667
MATLAS-1737,211.89822,50.530254,270_281,0.416666666666667
MATLAS-1742,211.93378,50.553112,270_281,1
MATLAS-1745,211.97781,50.59325,270_281,0.375
1053333+332301,163.38885,33.38354,272_247,0.875
1123558+374016,170.98267,37.671234,271_255,1
1133541+380220,173.47548,38.039013,273_256,1
1113228+361427,168.34497,36.24071,272_252,1
NSA-630990,210.22096,49.375298,273_279,0.583333333333333
NSA-339202,210.10034,49.44386,273_279,1
NSA-339206,210.20822,49.51652,273_279,1
NSA-208516,214.80309,50.44045,273_281,1
1209449+413652,182.43692,41.614555,273_263,1
1725159+581727,261.31573,58.29049,273_297,0.958333333333333
1724577+582443,261.24094,58.411945,273_297,0.958333333333333
1739404+584657,264.91867,58.781876,273_298,0.75
dw1249p4421,192.37952,44.359528,274_269,1
1052448+325244,163.18681,32.878677,274_246,1
1810392+595722,272.65747,59.957703,273_300,0.291666666666667
1100187+334550,165.07819,33.76374,274_248,0.875
1113060+353937,168.27544,35.659958,274_251,0.833333333333333
1042319+311949,160.63318,31.330055,274_243,0.583333333333333
NSA-208508,215.45963,50.388348,274_281,1
NSA-208848,215.40497,50.39038,274_281,0.666666666666667
142153.6+502950,215.44012,50.50585,274_281,1
LS-587209-635,215.53392,50.66743,274_281,0.958333333333333
1146170+391159,176.57092,39.199627,274_258,1
1412169+501412,213.07022,50.23701,274_280,0.875
LS-582565-481,210.83006,49.415466,274_279,1
dw1330p4731,202.6409,47.527378,274_275,0.333333333333333
NGC5195,202.49791,47.293003,274_275,0.0833333333333333
1621181+560012,245.32611,56.003273,274_292,1
1052217+324115,163.08978,32.687386,275_245,1
1727006+582511,261.7523,58.41941,274_297,0.333333333333333
1726589+583622,261.74567,58.605732,274_297,1
1041478+302422,160.44902,30.405972,276_241,0.875
132737+465454,201.90643,46.915123,275_274,1
1408224+493933,212.09364,49.659187,275_279,0.958333333333333
1507523+522548,226.96812,52.42992,276_285,0.958333333333333
dw1243p4339,190.98973,43.661938,277_267,1
1403527+485150,210.9697,48.864086,277_278,1
NSA-339134,210.86993,48.964848,277_278,1
1331115+464857,202.79779,46.816,277_274,0.916666666666667
133245+470302,203.19122,47.050697,277_274,1
1543546+534947,235.97751,53.82962,277_288,0.625
1140357+373704,175.14911,37.617714,278_255,0.958333333333333
1828451+600244,277.18845,60.045395,277_300,0.583333333333333
1217179+405132,184.3226,40.859577,278_262,0.75
1205453+394932,181.4389,39.825226,278_260,0.791666666666667
1424263+500700,216.10948,50.116596,278_280,1
MATLAS-1537,202.29611,46.301773,278_273,1
MATLAS-1532,201.97101,46.44132,278_273,0.958333333333333
MATLAS-1530,201.794,46.632122,278_273,0.708333333333333
MATLAS-1536,202.22818,46.655247,278_273,1
MATLAS-1533,202.0696,46.384335,278_273,0.708333333333333
1050478+310934,162.69911,31.159529,279_242,0.833333333333333
MATLAS-1759,212.23763,48.95038,278_278,1
1715239+571647,258.84955,57.279568,278_295,1
1224293+412452,186.1218,41.414852,279_263,0.208333333333333
122411+413451,186.04697,41.58104,279_263,1
MATLAS-1066,172.2231,35.85324,279_252,0.666666666666667
1058419+314603,164.67456,31.767673,279_244,0.75
MATLAS-1043,171.61438,35.265236,279_251,1
MATLAS-1045,171.63277,35.34691,279_251,1
MATLAS-1048,171.65904,35.27984,279_251,0.958333333333333
1310019+451211,197.50838,45.203156,279_270,1
dw1231p4205,187.78987,42.095123,279_264,1
MATLAS-1767,212.39417,49.044147,279_278,1
MATLAS-1054,171.7577,35.24721,280_251,0.75
MATLAS-1052,171.71939,35.393795,280_251,0.833333333333333
MATLAS-1067,172.25444,35.63677,280_251,0.958333333333333
1150016+380743,177.5067,38.128582,280_256,1
1329536+462219,202.47394,46.372192,279_273,1
132951+463455,202.46315,46.58265,279_273,1
132941+463837,202.42224,46.643955,279_273,1
132923+464046,202.34958,46.679573,279_273,1
1205468+393036,181.44543,39.51015,280_259,0.708333333333333
1221451+405311,185.438,40.88632,280_262,0.875
1220529+405053,185.22067,40.84799,280_262,0.916666666666667
MATLAS-1050,171.69229,35.165337,281_250,1
1100104+313703,165.04329,31.617449,281_243,0.333333333333333
1144312+365408,176.12999,36.902126,281_254,0.75
1140213+363431,175.08902,36.57549,281_253,0.333333333333333
1308102+443151,197.04262,44.53079,281_269,0.791666666666667
1209172+391657,182.32294,39.284237,281_259,1
1335007+463402,203.75278,46.566826,281_273,0.958333333333333
1313507+445312,198.4612,44.886562,281_270,0.958333333333333
MATLAS-1064,172.18233,35.103443,282_250,0.25
1739006+581356,264.75256,58.23202,281_296,0.833333333333333
1434113+495233,218.54613,49.87582,281_280,0.666666666666667
1141234+363806,175.3474,36.635006,282_253,1
MATLAS-1108,177.86891,37.40971,282_255,0.583333333333333
1812354+591142,273.14795,59.194984,281_298,0.791666666666667
MATLAS-1546,202.99109,46.218662,282_272,1
1355491+471644,208.9548,47.279064,282_275,1
1200379+383851,180.15833,38.647358,282_257,0.916666666666667
1446114+502158,221.54813,50.365807,282_281,1
1743494+575505,265.9559,57.91804,282_296,0.791666666666667
1701477+564358,255.44923,56.732616,282_293,0.708333333333333
1411290+481704,212.87068,48.2847,282_277,1
1411106+482301,212.79468,48.38358,282_277,0.833333333333333
MATLAS-1775,212.60873,48.44301,282_277,0.583333333333333
MATLAS-1782,212.81137,48.65806,282_277,0.875
1229432+410943,187.43042,41.162056,283_262,1
1715075+571043,258.78152,57.17846,282_294,1
1713568+571406,258.48782,57.234642,282_294,1
1108198+320253,167.08247,32.04767,283_244,0.458333333333333
1209227+390411,182.34448,39.069923,283_258,0.958333333333333
143259+492441,218.2492,49.41098,283_279,1
1615425+542204,243.92667,54.367325,283_289,0.833333333333333
1053365+292223,163.40204,29.372845,284_239,1
1717378+565423,259.40802,56.906403,283_294,0.958333333333333
1056117+295432,164.04868,29.908916,284_240,0.875
1120459+332537,170.19174,33.426655,284_247,0.875
1210253+385007,182.60509,38.834766,284_258,1
1210077+385500,182.53227,38.916386,284_258,1
120944+390732,182.43402,39.126175,284_258,1
121021+391252,182.58781,39.214703,284_258,1
1152341+370700,178.14195,37.11758,285_254,1
1317189+442348,199.33083,44.397354,284_269,1
1644209+551817,251.08708,55.30496,284_291,0.75
1502452+511417,225.68864,51.238228,284_282,0.791666666666667
MATLAS-1777,212.69339,48.088478,285_276,1
1411177+481142,212.824,48.194965,285_276,0.541666666666667
MATLAS-1784,212.82767,48.18271,285_276,0.375
1209362+384106,182.4003,38.6851,285_257,1
1213042+384900,183.26755,38.816532,285_258,1
1133264+341645,173.36003,34.27899,286_249,1
1246465+420203,191.69409,42.0343,285_264,0.791666666666667
1305287+434037,196.36855,43.67712,285_267,0.416666666666667
1156159+365837,179.0659,36.97622,286_254,0.958333333333333
MATLAS-1109,178.02116,36.73973,286_253,0.75
1209573+384133,182.48892,38.692993,286_257,0.916666666666667
1243552+412727,190.98004,41.457577,286_263,1
1432558+490113,218.23254,49.02017,286_278,1
MATLAS-1114,178.59824,36.586323,287_253,1
1153093+363919,178.28912,36.655006,287_253,0.833333333333333
1216464+384938,184.19357,38.827198,286_258,1
1109524+305815,167.46819,30.970434,287_242,0.75
1224352+393812,186.14597,39.635998,287_259,1
1214077+384027,183.53241,38.674164,287_257,0.916666666666667
1435276+485022,218.86514,48.839283,287_278,1
1330304+450028,202.62637,45.007545,287_270,0.833333333333333
MATLAS-1651,208.67084,46.42244,287_273,0.875
MATLAS-1666,208.8129,46.564274,287_273,0.75
1241009+410312,190.25392,41.053207,287_262,1
1641116+545714,250.2985,54.95372,287_290,1
1100400+294225,165.16695,29.706789,288_239,1
1654322+551715,253.63496,55.287624,287_291,0.291666666666667
1720180+564523,260.0756,56.756313,287_293,0.875
1105148+300606,166.3137,30.107668,288_240,0.625
1333352+444632,203.39735,44.775436,288_270,1
1135276+335854,173.86462,33.98165,288_248,1
1242113+411509,190.54626,41.252335,288_262,1
1115274+311328,168.8641,31.224092,289_242,1
1234223+395243,188.59282,39.878765,289_260,1
1806135+580100,271.5562,58.01668,288_296,0.333333333333333
dw1303p4222,195.80962,42.372444,289_265,1
1107370+295649,166.90451,29.946997,289_240,0.958333333333333
1529390+513523,232.41306,51.589787,289_283,0.375
1251047+413808,192.76944,41.635326,289_263,1
1119250+313056,169.85437,31.515297,290_243,0.833333333333333
1205125+365642,181.30222,36.94506,290_254,1
1312057+431330,198.02356,43.22512,290_266,0.958333333333333
1202095+364501,180.53958,36.750175,290_253,1
1109175+293516,167.32303,29.587568,291_239,0.708333333333333
1109408+294002,167.42,29.666931,291_239,0.708333333333333
1259429+415432,194.92876,41.909008,290_264,0.958333333333333
1133532+330651,173.47166,33.11396,291_246,0.958333333333333
1134506+331225,173.71095,33.206776,291_246,0.916666666666667
dw1315p4304,198.75896,43.100273,291_266,0.0416666666666666
1359012+460657,209.75482,46.11602,291_272,0.916666666666667
1438497+482703,219.70735,48.450817,291_277,0.791666666666667
1652567+545004,253.23563,54.834446,291_290,1
1455303+492612,223.8762,49.43643,291_279,1
1221428+375913,185.42743,37.987335,292_256,1
dw1305p4206-n2,196.49852,42.10625,292_264,0.791666666666667
1336324+443753,204.13568,44.63197,291_269,0.875
1450425+490103,222.67706,49.017284,292_278,1
1210052+363252,182.52138,36.5477,293_253,0.708333333333333
1143374+334000,175.90631,33.6667,293_247,0.916666666666667
1238402+391541,189.66772,39.26155,293_259,0.916666666666667
1118504+300424,169.70998,30.073301,294_240,0.75
1755572+565218,268.98877,56.871582,293_294,0.0416666666666666
1232330+382752,188.13763,38.464268,294_257,1
1211097+363437,182.79063,36.57689,294_253,1
1310419+415327,197.67424,41.890892,294_264,1
dw1312p4158,198.07745,41.975758,294_264,0.916666666666667
1357598+453446,209.49858,45.57915,294_271,0.875
dw1255p4035,193.7606,40.589687,295_261,0.833333333333333
1448066+481928,222.02747,48.324173,294_277,0.458333333333333
1502336+490853,225.64047,49.14786,296_278,1
1308215+414109,197.0922,41.68538,295_263,0.5
1308445+414257,197.1856,41.716015,295_263,0.375
1221327+371323,185.38637,37.222767,296_254,0.875
UGCA337,198.2432,41.786575,295_264,1
1313398+420236,198.41566,42.04319,295_264,1
UGC8313,198.47531,42.20952,295_264,1
dw1321p4226,200.37071,42.433315,295_265,1
1211420+355240,182.92517,35.87771,296_252,0.958333333333333
1210067+352635,182.52821,35.442932,297_251,1
1139311+314713,174.87955,31.786661,297_244,1
1233069+380700,188.27846,38.116444,297_256,1
1338225+433454,204.59384,43.58144,297_267,0.958333333333333
IC3687,190.56268,38.50461,298_257,1
1308459+405404,197.19212,40.900963,298_262,1
1139474+313858,174.94774,31.649342,298_243,0.875
1746595+561336,266.74826,56.226852,298_292,0.75
1345297+435505,206.37299,43.91792,297_268,0.916666666666667
LS-561826-172,206.21286,44.13933,297_268,1
LS-561826-847,206.26234,44.198727,297_268,0.666666666666667
LS-561826-1312,206.23387,44.238415,297_268,0.958333333333333
NSA-677369,206.57773,43.85128,297_268,1
dw1315p4123,198.81715,41.396564,298_263,0.708333333333333
1315298+413008,198.87306,41.50292,298_263,1
1140456+311448,175.19022,31.246677,299_243,0.875
1545280+511000,236.36676,51.16667,298_282,0.916666666666667
1152541+331200,178.2254,33.1999,299_246,0.916666666666667
dw1311p4051-n2,197.92224,40.86437,299_262,1
1152202+322138,178.08458,32.360462,300_245,0.958333333333333
1501239+481902,225.34991,48.317085,299_277,1
1503591+482240,225.9968,48.377514,299_277,0.875
1317434+411951,199.43123,41.330204,299_263,0.833333333333333
1154458+325206,178.69081,32.868114,300_246,1
1203368+335416,180.9064,33.9044,300_248,0.958333333333333
115943+331522,179.9332,33.25629,300_247,1
134804.64+433350.8,206.9906,43.586876,300_267,1
LS-558703-937,206.60838,43.451836,300_267,0.875
NSA-265851,207.09743,43.708275,300_267,1
1218257+352052,184.60727,35.347828,301_251,1
1336386+423537,204.16061,42.59324,301_265,0.916666666666667
dw1312p4032,198.21526,40.542908,301_261,1
1417463+452706,214.44247,45.451847,301_271,1
1417340+452817,214.391,45.469784,301_271,0.458333333333333
1716107+542658,259.04425,54.44945,301_289,0.625
142715+460530,216.81616,46.09175,301_272,1
1519082+484549,229.7853,48.761707,301_278,0.75
1518533+490055,229.72134,49.01464,301_278,1
1437523+463458,219.46777,46.582584,302_273,0.958333333333333
1438230+463757,219.59624,46.632496,302_273,1
1438436+464217,219.68141,46.704952,302_273,0.833333333333333
1445145+470122,221.31046,47.02283,302_274,0.583333333333333
120310+325721,180.79482,32.95602,303_246,1
1205540+330749,181.4749,33.130154,304_246,0.875
dw1323p4058,200.93478,40.972855,303_262,0.875
1140061+293852,175.02554,29.64766,305_239,0.833333333333333
1226489+352605,186.70389,35.434196,304_251,0.75
1157078+314735,179.28232,31.792782,304_244,1
115626+315539,179.11192,31.927525,304_244,1
1341587+420408,205.4948,42.069195,305_264,0.875
1159081+321255,179.78308,32.215034,305_244,0.958333333333333
1521087+482133,230.28654,48.358894,305_277,0.875
1146296+295304,176.6251,29.884998,306_240,0.833333333333333
1623204+514409,245.8339,51.735836,306_283,0.541666666666667
MATLAS-1231,184.15251,33.49816,307_247,1
MATLAS-1223,184.03944,33.59225,307_247,0.833333333333333
MATLAS-1233,184.2071,33.60668,307_247,1
MATLAS-1228,184.11368,33.69312,307_247,1
MATLAS-1218,183.85939,33.39186,307_247,0.75
1152120+303705,178.0505,30.618303,307_241,1
134548+414443,206.45233,41.74554,307_264,1
1253452+374450,193.4383,37.74654,307_255,1
1249467+370602,192.44484,37.10018,307_254,1
1154025+301526,178.5104,30.257101,308_241,1
1154556+304114,178.73174,30.687384,308_241,0.916666666666667
1209485+323305,182.45212,32.55122,308_245,1
1626491+513547,246.70418,51.596745,307_283,0.875
1213583+331207,183.49268,33.2021,308_246,1
115634+301657,179.14375,30.282495,309_241,0.0416666666666666
115817+303047,179.57368,30.513037,309_241,0.916666666666667
1157155+303753,179.31499,30.630844,309_241,0.958333333333333
1217442+332045,184.43307,33.34569,308_247,1
1201212+304437,180.33842,30.743809,309_242,1
1201382+305220,180.40941,30.872162,309_242,0.875
1201595+305752,180.49716,30.9643,309_242,0.916666666666667
1200236+311006,180.09793,31.168253,309_242,0.958333333333333
1216088+325258,184.0364,32.882782,309_246,0.958333333333333
1225277+335932,186.36626,33.992344,309_248,0.791666666666667
1623300+505939,245.87512,50.99461,309_282,1
134529+413831,206.37352,41.641953,309_263,1
1436467+445334,219.19475,44.892815,310_270,1
1158361+301709,179.65202,30.285122,310_241,1
1255055+371101,193.77379,37.18313,310_254,0.916666666666667
1643422+514820,250.9262,51.806293,309_284,0.166666666666667
1516553+474141,229.23058,47.694706,310_275,0.625
1213527+320155,183.46956,32.031784,311_244,0.833333333333333
1222124+330921,185.55197,33.155544,311_246,1
1238543+351216,189.72705,35.20454,311_250,0.958333333333333
121732+323159,184.38406,32.533173,311_245,1
120106+301036,180.27751,30.176956,312_240,1
1241111+351148,190.2959,35.19698,312_250,1
1321159+385612,200.3169,38.93674,311_258,1
1246240+352539,191.60014,35.427826,312_251,0.875
121501+312314,183.75703,31.387253,313_243,1
1506221+462031,226.59215,46.341816,312_273,1
1159181+293712,179.82661,29.618727,313_239,0.833333333333333
1249122+353645,192.30186,35.612396,313_251,1
1321578+385056,200.49123,38.848713,312_258,1
120633+303714,181.64023,30.620771,313_241,1
1237585+340405,189.49483,34.06698,314_248,0.916666666666667
MATLAS-1190,182.22565,30.414415,314_241,1
MATLAS-1189,182.20789,30.49764,314_241,1
1209029+303756,182.26181,30.632364,314_241,1
MATLAS-1194,182.44485,30.652678,314_241,0.958333333333333
131126+371842,197.86198,37.311764,314_255,1
1223095+314710,185.78906,31.786068,315_244,1
1223072+320049,185.77908,32.012623,315_244,1
MATLAS-1193,182.41588,30.131712,316_240,0.875
1217281+305553,184.36722,30.931389,316_242,1
121035+301813,182.64804,30.303925,315_241,1
121049+302028,182.70634,30.341127,315_241,0.666666666666667
1237276+333048,189.36537,33.513714,316_247,1
dw1236p3336,189.20459,33.611885,316_247,1
1310581+364812,197.74203,36.802895,316_254,1
1310587+364942,197.7447,36.828323,316_254,1
131115+365911,197.81578,36.986683,316_254,1
1311064+371040,197.7762,37.17804,316_254,1
121128+304640,182.8698,30.77792,314_242,1
1213249+311057,183.35417,31.182447,314_242,0.875
1213061+294550,183.2758,29.765097,317_240,1
1220468+305052,185.19502,30.847744,317_242,0.875
1219020+310424,184.75848,31.073175,317_242,1
1448283+442531,222.11946,44.425594,317_269,0.958333333333333
1314016+371436,198.50705,37.243176,317_254,0.541666666666667
1511068+460048,227.77841,46.013584,316_272,0.958333333333333
123702+330501,189.25938,33.084038,317_246,1
1518068+463019,229.51456,46.503143,316_273,0.125
1555304+482321,238.87672,48.389004,317_277,1
1311116+364045,197.79883,36.679497,318_253,1
122216+305323,185.56963,30.889898,318_242,1
1626375+495619,246.65627,49.93834,317_280,0.958333333333333
121426+294552,183.61125,29.76441,318_240,1
1217202+301000,184.33409,30.166687,319_240,1
122526+311646,186.36014,31.279781,318_243,1
1228414+311527,187.17137,31.257257,319_243,1
122015+302136,185.06609,30.36015,319_241,1
1221234+303645,185.34747,30.611906,319_241,1
1219301+295703,184.87552,29.950586,320_240,1
1219029+301122,184.76242,30.189688,320_240,0.958333333333333
MATLAS-1271,184.53462,29.81778,320_240,0.916666666666667
121938+295259,184.91136,29.882998,320_240,1
121831+300340,184.63145,30.06118,320_240,1
1314091+362001,198.53764,36.333504,319_253,0.875
1313152+362730,198.31406,36.458218,319_253,0.583333333333333
122322+310140,185.84311,31.027983,319_242,1
122331+310348,185.87923,31.063581,319_242,1
1554583+475953,238.74315,47.99739,319_276,1
1554125+480556,238.55164,48.0991,319_276,0.791666666666667
dw1241p3251,190.44687,32.857185,319_246,1
124058+324724,190.24274,32.79162,319_246,0.791666666666667
1222131+301827,185.55463,30.307589,320_241,0.916666666666667
1222393+302134,185.66338,30.359331,320_241,1
122338+303207,185.91187,30.535398,320_241,0.625
1327245+373004,201.85051,37.500744,320_255,0.916666666666667
1539314+465800,234.881,46.966244,320_274,0.708333333333333
122519+304144,186.33101,30.695353,321_241,0.958333333333333
122026+295043,185.11237,29.845535,321_240,1
1221219+295404,185.34111,29.901157,321_240,0.916666666666667
1222127+301412,185.55304,30.236605,321_240,0.875
1310331+360903,197.63828,36.15063,320_252,0.916666666666667
1555311+474851,238.88002,47.814323,320_276,0.875
1556314+480233,239.12883,48.04437,320_276,0.458333333333333
1239050+323016,189.7711,32.50455,320_245,0.916666666666667
dw1239p3251,189.83028,32.85983,318_246,0.708333333333333
122941+305639,187.4209,30.94439,321_242,1
1223446+295952,185.9361,29.99795,322_240,1
1240530+321656,190.22107,32.28206,321_245,1
NGC4627,190.49968,32.57487,321_245,0.916666666666667
124206+323713,190.5264,32.619728,321_245,0.583333333333333
1551429+472538,237.9286,47.427074,321_275,0.666666666666667
